author_id,created_at.x,id,text,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,url,username,description,verified,name,created_at.y
1033447465742204928,2021-04-21T01:55:16.000Z,1384687145940660225,"@ComunesCL @elfrente_amplio @karina_ol donde vivo nadie te pesco, eso quiere decir que todas las encuestas son falsas y solo las hacen donde vives. bueno sabes bien que no seras gobernadora",es,0,0,1,0,"",JorgeFl69744910,Lucho por lo justo y cierto,FALSE,Jorge Flores,2018-08-25T20:14:11.000Z
1033447465742204928,2021-04-21T01:53:30.000Z,1384686700841029636,"@ComunesCL @elfrente_amplio @karina_ol no seras gobernadora, para eso te haremos funas. todo lo que saquearon se las cobraremos facha",es,0,0,1,0,"",JorgeFl69744910,Lucho por lo justo y cierto,FALSE,Jorge Flores,2018-08-25T20:14:11.000Z
1042837099597193217,2021-04-21T05:43:24.000Z,1384744556407791616,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola wuauuuu increible ...,es,0,0,0,0,"",NNeeoO_OoeeNN,"",FALSE,neo,2018-09-20T18:05:14.000Z
106558355,2021-04-21T02:39:50.000Z,1384698361052385284,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Tenemos al presidente... Que mas se puede pedir...,es,0,0,0,0,https://t.co/t2TkYwZw9y,jano_accent98,"Ingeniero mecánico inacap. 
Siempre de una linea. Acelero y luego existo!",FALSE,alejandro gonzalez,2010-01-19T23:28:07.000Z
111032669,2021-04-21T03:10:33.000Z,1384706089950777347,"@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Desde manaña todos a acampar afuera del TC pacíficamente a hacer presión ¡¡... No nos moveran¡

Te esperamos https://t.co/RLcdsEHtHq",es,0,0,0,0,"",Guszalo,Resurrección del pueblo?,FALSE,APRUEBO,2010-02-03T15:47:30.000Z
1161266965132075010,2021-04-21T01:47:04.000Z,1384685084247199744,"@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Bueno, q se automatice todo y así solucionamos el problema de mano de obra",es,0,0,0,0,"",bartolitomas85,libertad,FALSE,Tomas Bartoli.,2019-08-13T13:23:14.000Z
118525558,2021-04-21T02:33:26.000Z,1384696749852401664,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Estos son los verdaderos dueños de chile,es,0,0,0,0,"",eeguzmanb,"",FALSE,Enrique Guzman B.,2010-02-28T23:42:54.000Z
1191310000486006784,2021-04-21T01:50:34.000Z,1384685961112555522,"@ComunesCL @elfrente_amplio @karina_ol Sin los votos de la DC y el PS todos sabemos que una acusación Constitucional nació muerta. Impulsarlo a estas alturas es seguir simulando que estan haciendo algo, es una mera movida electoral para retener el voto de izquierda que se les va de la manos.",es,0,0,2,0,https://t.co/3JWBmnBegH,MoragaFabio,"Doctor en Historia, académico.",FALSE,Fabio Moraga Valle,2019-11-04T11:03:43.000Z
1198774806604369922,2021-04-21T02:50:53.000Z,1384701140680511488,@ComunesCL @Claudia_Mix @elfrente_amplio @karina_ol Dedícate a trabajar! Zánganos de mierda!!!,es,0,0,0,0,"",RosariodeFerna1,Libertad antes que todo,FALSE,Rosario de Fernandez,2019-11-25T01:26:20.000Z
1226928466601357312,2021-04-21T01:47:31.000Z,1384685195635404802,@AHumanistaCL @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile Entonces que @tomashirsch haga el comunicado que su firma tmbn esta para acusar a Piñera,es,0,1,0,0,"",Pipesebastian3,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Alexis_sebastian,2020-02-10T17:58:50.000Z
1226928466601357312,2021-04-21T02:45:33.000Z,1384699800780746752,@AHumanistaCL @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile @tomashirsch Excelente muchachos,es,0,0,2,0,"",Pipesebastian3,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Alexis_sebastian,2020-02-10T17:58:50.000Z
1233028012897116160,2021-04-21T01:56:35.000Z,1384687475663151105,"@FelipeParadaM @ComunesCL @sebastianpinera Los Politicos no harán NADA por nosotros. Rajaran vestiduras , simularan estar indignados pero solo es show para las cámaras, a ellos las decisiones de Piñera no les afectan, no olviden q ganan MILLONES.
#ParoNacional",es,0,0,1,0,"",romanho15,"Chilean artist and designer based in the United States.
Check me on https://t.co/n9vRRtPzd5",FALSE,romanho,2020-02-27T13:56:23.000Z
1318999515811127296,2021-04-21T06:08:12.000Z,1384750797314002944,@GobiernodeChile @sebastianpinera @joseantoniokast @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @elfrente_amplio @RDemocratica @la_convergencia @ComunesCL @alejandramatus @mirnaschindler @camila_vallejo @KarolCariola https://t.co/6hWTW3YNOw,und,0,0,1,0,"",kommander911,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,FALSE,#RECHACHAZO...,2020-10-21T19:36:20.000Z
1344657546536214528,2021-04-21T02:14:55.000Z,1384692089104093189,"@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Que"" recién se están dando cuenta que seguimos siendo esclavos de los patrones de fundo.",es,0,0,1,0,"",BemzKarlos,CORAZÓN VALIENTE,FALSE,Karlos Bemz,2020-12-31T14:52:34.000Z
139333399,2021-04-21T03:28:29.000Z,1384710606532530176,"@elmostrador Basta ya de subir videos lamentando ""el error"" de @sebastianpinera y hagan algo! #AcusacionConstitucionalAPiñeraAhora @PSChile @PDC_Chile @PPD_Chile @elfrente_amplio @PRSDChile @phumanista @ComunesCL @SenadoresPPD @Camara_cl @Senado_Chile @PCdeChile @ecologistachile https://t.co/QMzDiCKH4d",es,3,0,2,0,"",claudiaamigo73,Comaterno lésbicamente a un hija discriminada x Chile con @clauditacales #FamiliaEsFamilia #NoMásLesboTransOdio #DerechosFiliativosAhora,FALSE,Familia es Familia Chile,2010-05-02T08:14:15.000Z
157888221,2021-04-21T02:43:04.000Z,1384699175300911112,"@edovillalobosf @NoMasTagChile @Venusiana__ @PedroAbarcaPRO @PiensaPrensa @ChalecosAmarill @FpvrPrensa @Chile_Alerta @chileconvoca @RadioTVLiberaci @primeralineare1 @PPD_Chile @PDC_Chile @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista Por si no lo sabían, los apellidos de la política tienen los escaños asegurados desde el 1810.

https://t.co/lCD81gioCl

Ayuden a pasar la info.",es,3,0,3,0,"",gtbach,Quiero amarte cómo me amas. Gracias madre tierra! 🤗,FALSE,gtbach,2010-06-21T04:52:19.000Z
174913483,2021-04-21T03:12:12.000Z,1384706506839502849,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola El pensamiento del rico acá en chile por eso estamos como estamos con estos chupasangre,es,0,0,0,0,"",danteandres32,Prefiero morir de pie antes de ser humillado y arrodillado toda la vida.,FALSE,dante,2010-08-05T03:50:50.000Z
1856002080,2021-04-21T01:53:18.000Z,1384686652686274566,"@ComunesCL @elfrente_amplio @karina_ol El fraude amplio y el PC buscan un nuevo intento x derrocar al gobierno en su intenso número 2876594 en pandemia de golpe blando para llegar al poder x la fuerza, ya que saben que de manera democrática jamás llegaran al poder, chile los desprecia!",es,0,0,1,0,"",NatitoOdiosa,"Ocupo este espacio como catarsis, nada más, no me interesa tu opinión o que no te guste la mía 💜 siga de largo gracias.",FALSE,SoylaOtra 😎,2013-09-12T02:21:30.000Z
220121547,2021-04-21T02:10:04.000Z,1384690869614387200,"@ComunesCL @elfrente_amplio @karina_ol Candidate que seguro no alcanzará ni el 2% llama al estallido 2021, todos sabemos lo que eso significa.
No tiene  nada que perder en todo caso.",es,0,0,1,0,"",slarrouleti,Vivan las tradiciones chilenas.,FALSE,santiago larroulet,2010-11-26T21:05:42.000Z
22309781,2021-04-21T01:53:23.000Z,1384686672105857024,Desde @ComunesCL ratificamos lo que ya dijimos. Ingresaremos la acusación constitucional contra el tirano @sebastianpinera esperamos que la oposición esté a la altura #Estallido2021 https://t.co/KVZgYNV2yb,es,62,5,142,1,https://t.co/71pJqtqlfO,FelipeParadaM,"Hijo de obrero. Rebeldía, Resistencia y Amor | Ciudad y Territorio en @fchimovilizado| Co-fundador de @180_cl | @nosotrxsahora ¡Que el pueblo sea protagonista!",TRUE,Felipe Parada 🔻,2009-02-28T23:47:11.000Z
2327298982,2021-04-21T02:13:51.000Z,1384691824313384960,@ComunesCL @Claudia_Mix @Jorgeresmir @conivaldesc @emischneiderv @doris_gonzalez_ @javieratoroc @sebaylwin @karina_ol @JPSanhuezaT @diegocorvalan Gracias por seguir en la lucha compa @Claudia_Mix,es,0,0,1,0,"",catutro,"ama de llaves, IP68 al pisco , coprolalico a cagar... no tomo nunca mas",FALSE,❌Olgo Marino sin clase,2014-02-06T03:52:24.000Z
2445826250,2021-04-21T02:55:21.000Z,1384702267459256320,@FelipeParadaM @ComunesCL @sebastianpinera Pero que esta vez no se caguen y se abstengan algunos psuedos opositores al régimen de piñera!!!,es,0,0,0,0,"",leo_sv91,"Contador, padre de una princesa y dos leoncitos, hincha de mi amada @udechile   #RenunciaPiñera",FALSE,LeoSep🤘lveda,2014-04-15T18:44:53.000Z
2596564198,2021-04-21T04:09:15.000Z,1384720862306316290,@doris_gonzalez_ @ComunesCL No son compañeros.,es,0,0,0,0,"",jveraymirandao,"",FALSE,catito. @tweetcato,2014-06-10T01:43:12.000Z
266924995,2021-04-21T02:32:36.000Z,1384696541529714688,"@FelipeParadaM @Ivan_cc @ComunesCL @sebastianpinera Otro papelón, si no tienen los votos, para qué?",es,0,0,0,0,"",Toruwat,"",FALSE,Toru Watanabe,2011-03-16T01:40:46.000Z
277155434,2021-04-21T05:29:49.000Z,1384741138741989382,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola La industria se aprovecha del contratista ya que, se fija un precio, quien toma ese riesgo es él y, si no cumple, la empresa mandante se busca a otro y chao. El costo de edificación seguirá siendo el mismo teniendo A, B o C contratista.",es,0,0,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:54:20.000Z,1384732208485658633,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola No señor, la bonificación no es un ""haber imponible"". Ej. Un ceramista, en obra gana $3.000 m/2 aprox. Al mes hace 270 m/2 llegando aprox a los 800 mil. Su imposición en su liquidación es por el mínimo de eso el 19% ya que ese es su haber imponible. $450.000 restant no imponen.",es,0,1,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T05:26:55.000Z,1384740407884591104,@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Es por eso que la ley de subcontratación debe ser modificada para que ese trabajador tenga un contrato como corresponde. El problema es que eso encarece aún más la mano de obra y la evaluación del proyecto es económicamente inviable ya que el costo de edificación sería altísimo.,es,0,1,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T05:16:32.000Z,1384737798394109954,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Eso se cumple sí sólo sí, el contrato es bajo una remuneración fija mensual. Que, no aplica para enfierradores, carpinenteros de moldaje, ceramistas, yeseros, albañil de maquillaje de muros y fachadas, instalación de sistema EIFS, entre otros.",es,0,0,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T05:11:48.000Z,1384736604145729536,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Esa condición se cumple faenas asociadas a rendimientos por M2 y por Kg principalmente. 
En gasfiteria y electricidad los contratos son normales en el caso de que sea empresa externa.",es,0,0,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T05:08:50.000Z,1384735860558548993,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Y, la bonificación tiene un tope; es por eso que se le llama ""trato"" por que se llega un acuerdo de palabra entre el trabajador y el contratista. 
Le hacen un contrato por el mínimo pero, en la interna completan el sueldo ""por debajo"". 
""haber no imponible"".",es,0,1,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:15:12.000Z,1384722362713755649,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola En cambio el maestro de la ""casa"" con un contrato con suelto fijo y no a trato, se le impone el proporcional de su sueldo. Hoy perfectamente puede estar dentro del bono sin inconveniente. 
Creo que tiene una mala percepción de quién verdaderamente respeta los derechos del obrero",es,0,2,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T05:04:02.000Z,1384734649595875329,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Un maestro de primera contratado por la casa, gana $700.000 líquidos. Por lo que su sueldo bruto es de $700.000 + 19% en donde su sueldo bruto es $833.000 y sus imposiciones son pagadas de acuerdo a ese monto y no al mínimo. 

Es por eso que la ley de subcontratación está mal.",es,0,1,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:59:51.000Z,1384733599434432512,@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Ejemplo de enfierrador. Gana $250 pesos el Kg de fierro instalado. Completa un sueldo de $850.000 aprox. Imponen por el mínimo. $500.000 que no tributan.,es,0,2,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:57:41.000Z,1384733051528351744,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Mismo caso para un carpintero de moldaje. Remuneración fija mensual $1.200.000. Impone por el mínimo. 
De $350.000 se saca el 19% de salud, AFP y AFC. Los restantes $850.000 son para el bolsillo, pero no es un haber imponible.",es,0,1,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:18:15.000Z,1384723129633808385,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Es más, en la gran empresa constructora, se tienen que cumplir todos los derechos del trabajador tanto de la casa como contratista ya que, por temas de dirección del trabajo, ésto debe ser ecuánime ya que no se acepta un contratista demandado ante la dirección del trabajo, por ej",es,0,0,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
277155434,2021-04-21T04:06:58.000Z,1384720291121844226,"@BlameyEvy @Gabhiitota @elhijodelteto @karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Tiene razón, sin embargo recuerde q bajo ésa modalidad, se impone por el mínimo y se completa la remuneración mediante el ""trato"".
Hoy ese maestro quizá no tenga pega y va al bono y no aplica por q impuso por el mínimo y va al IFE y no aplica por que quizá no tuvo ingreso formal",es,0,3,0,0,"",SJARG,"Sebastián.
San Miguel Stgo CL Represent!",FALSE,Себастьян,2011-04-04T20:18:24.000Z
2950629737,2021-04-21T02:52:52.000Z,1384701641983766531,@karina_ol @Pillerin_ @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Ed un conchetumadre,it,0,0,0,0,"",arqbapo,"",FALSE,Bernardo,2014-12-30T04:57:14.000Z
3016383015,2021-04-21T04:55:30.000Z,1384732503714508801,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola OTRO BUITRE https://t.co/zdsqllN5xe,es,0,0,0,0,"",sayen_aliwe,"Para mejorar el nivel de vida, los políticos deben aumentar la productividad asegurándose de que los trabajadores estén bien educados. EDUQUEN",FALSE,Claudia Connolly,2015-02-04T05:32:29.000Z
3315691330,2021-04-21T03:16:41.000Z,1384707635736363010,@ComunesCL @Claudia_Mix @Jorgeresmir @conivaldesc @emischneiderv @doris_gonzalez_ @javieratoroc @sebaylwin @karina_ol @JPSanhuezaT @diegocorvalan https://t.co/QHTqprJX1x,und,0,0,0,0,"",terceraviaciuda,En tercera via ciudadana Observó y medito mejorar mi país aunque algunos me vean como un patipelado,FALSE,Guillermo Quiroz,2015-06-09T19:10:18.000Z
3346018367,2021-04-21T04:45:35.000Z,1384730005729595392,"@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola No sé, pero no lo desafiaría a wue lo sea, porque estos tipejos de esfuerzan en ello",es,0,0,0,0,"",ConsueloMGM,"Esta cuenta nació para promover las adopciones de animales rescatados, y, ahora, ñoñerías por mayor.
Lo demás... solamente porque soy humana y no unidimensional",FALSE,M.Consuelo Gómez M.,2015-06-25T22:10:36.000Z
404077136,2021-04-21T01:58:16.000Z,1384687899380273154,"@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola “Vamos a tener que mejorar ingresos...” wnes, cuánto de IMM les subsidia el Estado todos los años por cada trabajador contratado? 40%? 60% en algunos casos",es,0,0,0,0,"",CarolaRodF,Patagona viviendo en La Araucanía,FALSE,Carola Rodríguez F.,2011-11-03T12:16:19.000Z
455231704,2021-04-21T03:17:27.000Z,1384707828007546881,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Hijos de la Gran Puta.,es,0,0,0,0,"",monixkor,"",FALSE,monix,2012-01-04T21:52:18.000Z
487952245,2021-04-21T01:59:00.000Z,1384688085850640388,@karina_ol @siliconvalle @ComunesCL @danielstingo @gabrielboric @GiorgioJackson @renenaranjo @Mister_Wolf_0 @elfrente_amplio @jjcc_chile @KarolCariola Si se puede. El gobierno acaba de mandar el 3er retiro al TC. viste que se puede ser más miserable.,es,0,0,0,0,"",mcpatolin12,"Músico, profesor, Tutor virtual CPEIP, Capacitador Enlaces, Candidato Magister en Evaluacion.",FALSE,Pato Alliende,2012-02-09T22:39:00.000Z
499970787,2021-04-21T02:30:53.000Z,1384696110837608456,@ComunesCL @Claudia_Mix @elfrente_amplio @karina_ol 🔥🔥🔥🔥🔥🔥🔥🇨🇱,und,0,0,0,0,"",_4279809328111,"",FALSE,R.A.T.G.Z.,2012-02-22T17:31:29.000Z
52626317,2021-04-21T03:19:53.000Z,1384708442041069570,@chickacko_kakan @Vielinuz Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,1,0,2,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
52626317,2021-04-21T03:19:29.000Z,1384708339716837377,@karenglavic @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,0,0,0,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
52626317,2021-04-21T03:18:44.000Z,1384708152000712704,@Hmolinamilman @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,0,0,0,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
52626317,2021-04-21T03:18:32.000Z,1384708102268796928,@pparcos1 @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,0,0,0,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
52626317,2021-04-21T03:18:07.000Z,1384707994148085760,@jprojasporchile Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,0,0,2,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
52626317,2021-04-21T03:17:44.000Z,1384707897846898689,@GiorgioJackson Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,es,0,0,0,0,"",edovillalobosf,Somos arquitectos de nuestro  propio destino,FALSE,Eduardo Villalobos #NuevaConstitucion,2009-07-01T03:58:23.000Z
